[contextual, contextual-1-2a-dist, J,N,I&RA&4]<MYSEP>1.5950644609802607E-6
[bigram, headtagmodiall, JJ,teacher,NN]<MYSEP>-6.428973010605671E-4
[bigram, headtagmodiall, NN,girl,NN]<MYSEP>-0.015165723429170174
[bigram, headtagmodiall, NNS,Senators,NNS]<MYSEP>-1.3255528896562621E-5
[bigram, headtagmodiall, IN,.,.]<MYSEP>-0.006595643437375873
[bigram, headtagmodiall, ROOT,believes,VBZ]<MYSEP>0.01726539982370237
[bigram, headtagmodiall, IN,good,JJ]<MYSEP>1.3308553509123683E-6
[bigram, headtagmodiall, JJ,the,DT]<MYSEP>9.538698383578177E-6
[bigram, headtagmodiall, ROOT,of,IN]<MYSEP>-4.049639778648793E-4
[bigram, headtagmodiall, VBZ,teacher,NN]<MYSEP>-0.018894139056765884
[bigram, headtagmodiall, NN,Senators,NNS]<MYSEP>-0.001577157329421356
[bigram, headtagmodiall, IN,believes,VBZ]<MYSEP>-7.9515451310646E-4
[bigram, headtagmodiall, NN,good,JJ]<MYSEP>0.02943447141216654
[bigram, headtagmodiall, CC,believes,VBZ]<MYSEP>-0.0022675088112929227
[bigram, headtagmodiall, ROOT,the,DT]<MYSEP>-9.138175849257112E-5
[bigram, headtagmodiall, NN,possibilities,NNS]<MYSEP>-9.455729498184819E-4
[bigram, headtagmodiall, NN,in,IN]<MYSEP>-0.003244141555071232
[bigram, headtagmodiall, NN,the,DT]<MYSEP>-2.495661098912144E-4
[bigram, headtagmodiall, CC,.,.]<MYSEP>-0.008400270350978855
[bigram, headtagmodiall, NN,a,DT]<MYSEP>0.04703618164274376
[bigram, headtagmodiall, CC,in,IN]<MYSEP>-8.829555027999188E-4
[bigram, bigramword, in,possibilities]<MYSEP>0.04550485550618378
[bigram, bigramword, .,of]<MYSEP>-0.009745538377424822
[bigram, bigramword, of,the]<MYSEP>-1.5286534290682551E-4
[bigram, bigramword, good,and]<MYSEP>-6.424574914431742E-6
[bigram, bigramword, and,believes]<MYSEP>-0.002263336744050693
[bigram, bigramword, every,believes]<MYSEP>-2.3912092647530968E-5
[bigram, bigramword, a,every]<MYSEP>3.400917768854994E-7
[bigram, bigramword, and,and]<MYSEP>4.257414130204885E-6
[bigram, bigramword, teacher,.]<MYSEP>-6.97942133581768E-5
[bigram, bigramword, the,every]<MYSEP>-1.4140653176036287E-5
[bigram, bigramword, and,of]<MYSEP>-3.987418319875633E-4
[bigram, bigramword, and,.]<MYSEP>-0.008400370536680342
[bigram, bigramword, ROOT,the]<MYSEP>-8.974408869192514E-5
[bigram, bigramword, possibilities,believes]<MYSEP>-7.31803238710192E-5
[bigram, bigramword, believes,possibilities]<MYSEP>-0.01956214084964499
[bigram, bigramword, good,in]<MYSEP>2.1376950402058532E-6
[bigram, bigramword, .,every]<MYSEP>-0.0021308560117161784
[bigram, bigramword, girl,boy]<MYSEP>-3.385362402906423E-4
[bigram, bigramword, every,.]<MYSEP>-2.9687333416516295E-5
[bigram, bigramword, ROOT,believes]<MYSEP>0.01727177590134045
[bigram, bigramword, ROOT,good]<MYSEP>-1.1684598309118671E-5
[bigram, bigramword, good,boy]<MYSEP>2.288887201314797E-6
[bigram, bigramword, believes,of]<MYSEP>-0.01958524537020901
[bigram, bigramword, in,teacher]<MYSEP>6.74861864937411E-6
[bigram, bigramword, boy,of]<MYSEP>-0.003195288586556203
[bigram, bigramword, in,the]<MYSEP>-0.023250312786506466
[bigram, bigramword, teacher,good]<MYSEP>0.02942811554155005
[bigram, bigramword, of,every]<MYSEP>-0.021874764348641954
[bigram, bigramword, .,girl]<MYSEP>-0.011542922918119234
[bigram, bigramword, in,of]<MYSEP>-0.016068113205042065
[bigram, bigramword, and,a]<MYSEP>-0.024329006992889955
[bigram, bigramword, possibilities,Senators]<MYSEP>-1.6430888935231374E-5
[bigram, bigramword, ROOT,girl]<MYSEP>-6.31666790502603E-5
[bigram, bigramword, girl,and]<MYSEP>-0.003988624512460148
[bigram, bigramword, teacher,every]<MYSEP>1.5742677067720907E-7
[bigram, bigramword, ROOT,every]<MYSEP>-3.432205770339208E-5
[bigram, bigramword, believes,girl]<MYSEP>-0.008483253237282107
[bigram, bigramword, in,good]<MYSEP>-1.0100074881682908E-6
[bigram, bigramword, teacher,girl]<MYSEP>7.645906165373324E-7
[bigram, bigramword, .,good]<MYSEP>3.691622754635849E-6
[bigram, bigramword, .,a]<MYSEP>1.0794901049466538E-5
[bigram, bigramword, ROOT,teacher]<MYSEP>-0.0031885160086717293
[bigram, bigramword, the,possibilities]<MYSEP>-0.0066645686597876135
[bigram, bigramword, girl,teacher]<MYSEP>4.657325035446283E-6
[bigram, bigramword, the,girl]<MYSEP>-6.963170112732315E-5
[bigram, bigramword, believes,.]<MYSEP>0.044648998290145105
[bigram, bigramword, Senators,believes]<MYSEP>-0.006226112793948702
[bigram, bigramword, girl,in]<MYSEP>-7.324890330967879E-4
[bigram, bigramword, and,Senators]<MYSEP>-0.007888706424032098
[bigram, bigramword, Senators,the]<MYSEP>3.6771565964081994E-6
[bigram, bigramword, believes,good]<MYSEP>-3.503470082949207E-4
[bigram, bigramword, ROOT,a]<MYSEP>-9.986253240956888E-5
[bigram, bigramword, a,in]<MYSEP>2.5328673031345804E-6
[bigram, bigramword, and,every]<MYSEP>-1.5470628548851632E-4
[bigram, bigramword, in,girl]<MYSEP>-0.009508526371756422
[bigram, bigramword, believes,teacher]<MYSEP>-0.01889878621814342
[bigram, bigramword, Senators,in]<MYSEP>-2.2622802156069133E-5
[bigram, bigramword, every,the]<MYSEP>-6.818584075990034E-5
[bigram, bigramword, boy,in]<MYSEP>-0.002492428107276497
[bigram, bigramword, girl,a]<MYSEP>5.733781518732364E-6
[bigram, bigramword, and,possibilities]<MYSEP>-6.833828960210397E-4
[bigram, bigramword, girl,possibilities]<MYSEP>-3.4134296049613923E-4
[bigram, bigramword, every,possibilities]<MYSEP>-7.362995600839269E-4
[bigram, bigramword, Senators,teacher]<MYSEP>-0.016477808358266215
[bigram, bigramword, good,possibilities]<MYSEP>6.149918687425353E-6
[bigram, bigramword, boy,teacher]<MYSEP>2.597240990694668E-6
[bigram, bigramword, girl,of]<MYSEP>-4.097005941640883E-4
[bigram, bigramword, in,believes]<MYSEP>-7.479651323699326E-4
[bigram, bigramword, ROOT,boy]<MYSEP>-2.555822384887384E-4
[bigram, bigramword, believes,every]<MYSEP>-0.002637757610444975
[bigram, bigramword, boy,Senators]<MYSEP>-4.84586114234633E-6
[bigram, bigramword, ROOT,and]<MYSEP>-0.006725732239956162
[bigram, bigramword, believes,boy]<MYSEP>-0.00997060747364153
[bigram, bigramword, every,of]<MYSEP>-2.5539891488598213E-4
[bigram, bigramword, Senators,good]<MYSEP>-2.356903226603123E-4
[bigram, bigramword, believes,and]<MYSEP>-0.03165357546831609
[bigram, bigramword, believes,Senators]<MYSEP>0.03941406121451773
[bigram, bigramword, teacher,possibilities]<MYSEP>6.712091410368938E-7
[bigram, bigramword, and,in]<MYSEP>-8.896813002130544E-4
[bigram, bigramword, and,teacher]<MYSEP>0.044278212865846614
[bigram, bigramword, boy,the]<MYSEP>-1.8727607236780064E-4
[bigram, bigramword, girl,.]<MYSEP>-0.009906913128345863
[bigram, bigramword, good,teacher]<MYSEP>-6.468863961288864E-4
[bigram, bigramword, Senators,girl]<MYSEP>3.833321998406709E-6
[bigram, bigramword, good,.]<MYSEP>-1.9610139795516577E-6
[bigram, bigramword, in,Senators]<MYSEP>-5.987604948747563E-5
[bigram, bigramword, in,every]<MYSEP>-0.0025539287636652534
[bigram, bigramword, every,Senators]<MYSEP>-7.586714436164767E-6
[bigram, bigramword, possibilities,.]<MYSEP>-0.006029625498702041
[bigram, bigramword, ROOT,Senators]<MYSEP>-0.02820612262124404
[bigram, bigramword, the,teacher]<MYSEP>6.7542097233522135E-6
[bigram, bigramword, and,boy]<MYSEP>-0.003061873620427267
[bigram, bigramword, Senators,possibilities]<MYSEP>-2.741059337321635E-6
[bigram, bigramword, .,possibilities]<MYSEP>-0.012820239110253514
[bigram, bigramword, a,good]<MYSEP>-0.02674521970211628
[bigram, bigramword, of,teacher]<MYSEP>-1.7112995478779143E-6
[bigram, bigramword, of,good]<MYSEP>-7.592505596142221E-7
[bigram, bigramword, boy,believes]<MYSEP>-1.7039046423353775E-5
[bigram, bigramword, ROOT,possibilities]<MYSEP>-8.362631167756643E-4
[bigram, bigramword, good,girl]<MYSEP>9.386261995550163E-7
[bigram, bigramword, boy,a]<MYSEP>4.611277393049911E-6
[bigram, bigramword, of,Senators]<MYSEP>-1.1651988042511818E-5
[bigram, bigramword, every,and]<MYSEP>-2.1335484525813634E-4
[bigram, bigramword, the,.]<MYSEP>-3.091575491218285E-5
[bigram, bigramword, good,a]<MYSEP>-0.017314569608377683
[bigram, bigramword, ROOT,in]<MYSEP>-0.002746903913319283
[bigram, bigramword, possibilities,a]<MYSEP>1.682346469968327E-6
[bigram, bigramword, possibilities,teacher]<MYSEP>2.109401258336636E-6
[bigram, bigramword, a,girl]<MYSEP>7.64645406494908E-6
[bigram, bigramword, the,of]<MYSEP>-2.681995445641893E-4
[bigram, bigramword, of,believes]<MYSEP>-4.928986362128304E-5
[bigram, bigramword, a,of]<MYSEP>1.7123726214101982E-6
[bigram, bigramword, teacher,believes]<MYSEP>-0.004668678996260255
[bigram, bigramword, of,girl]<MYSEP>-0.014834073006458497
[bigram, bigramword, possibilities,every]<MYSEP>-0.004722502538664587
[bigram, bigramword, teacher,of]<MYSEP>-2.239589320175621E-6
[bigram, bigramword, possibilities,the]<MYSEP>0.031328666185893035
[bigram, bigramword, good,Senators]<MYSEP>-4.986081750057827E-5
[bigram, bigramword, a,teacher]<MYSEP>-0.005095125343010414
[bigram, bigramword, of,in]<MYSEP>-0.001239588385434808
[bigram, bigramword, Senators,of]<MYSEP>-2.0827381312373707E-7
[bigram, bigramword, .,teacher]<MYSEP>4.20218400224209E-6
[bigram, bigramword, every,good]<MYSEP>7.2060399021829085E-6
[bigram, bigramword, in,.]<MYSEP>-0.0026581126673246814
[bigram, bigramword, possibilities,in]<MYSEP>-0.00628387990893872
[bigram, bigramword, girl,believes]<MYSEP>-1.267706509515503E-6
[bigram, bigramword, every,boy]<MYSEP>-0.00849735091249302
[bigram, bigramword, a,and]<MYSEP>-5.46122689583158E-4
[bigram, bigramword, boy,girl]<MYSEP>-0.01517118117625898
[bigram, bigramword, believes,the]<MYSEP>-0.004438889218182982
[bigram, bigramword, believes,in]<MYSEP>0.033827346112185575
[bigram, bigramword, of,boy]<MYSEP>0.068056000992497
[bigram, bigramword, a,boy]<MYSEP>-1.9702422058378137E-6
[bigram, bigramword, .,the]<MYSEP>-0.003009176205180988
[bigram, bigramword, good,the]<MYSEP>4.300535985909748E-6
[bigram, bigramword, good,of]<MYSEP>-1.732939373673506E-6
[bigram, bigramword, Senators,.]<MYSEP>-3.702256293754983E-5
[bigram, bigramword, the,and]<MYSEP>-8.382884115518653E-5
[bigram, bigramword, the,a]<MYSEP>3.0467505170321036E-6
[bigram, bigramword, every,girl]<MYSEP>-9.482606310619127E-5
[bigram, bigramword, girl,Senators]<MYSEP>6.323761244288136E-6
[bigram, bigramword, .,in]<MYSEP>-0.01751181198517351
[bigram, bigramword, teacher,the]<MYSEP>-1.7046010942478026E-6
[bigram, bigramword, the,boy]<MYSEP>-1.5264694234798872E-4
[bigram, bigramword, in,and]<MYSEP>-0.009171805293840197
[bigram, bigramword, boy,good]<MYSEP>8.844108027881421E-7
[bigram, bigramword, believes,a]<MYSEP>-0.0024896629371710024
[bigram, bigramword, Senators,a]<MYSEP>-0.002821273888443244
[bigram, bigramword, good,believes]<MYSEP>2.10295766315302E-6
[bigram, bigramword, ROOT,.]<MYSEP>-0.006582761241973407
[bigram, bigramword, every,teacher]<MYSEP>3.855451167756867E-6
[bigram, bigramword, and,the]<MYSEP>-7.2385045048203E-5
[bigram, bigramword, the,believes]<MYSEP>-7.126950424918433E-5
[bigram, bigramword, in,boy]<MYSEP>-0.021180524987682914
[bigram, bigramword, the,in]<MYSEP>-8.927091857639668E-4
[bigram, bigramword, every,in]<MYSEP>-0.0010214163131639603
[bigram, bigramword, boy,possibilities]<MYSEP>-6.054099706040541E-4
[bigram, bigramword, .,believes]<MYSEP>-0.0031183081775999766
[bigram, bigramword, the,good]<MYSEP>-3.32674102381001E-7
[bigram, bigramword, of,and]<MYSEP>-0.011406970907200626
[bigram, bigramword, girl,good]<MYSEP>1.8469495254720066E-6
[bigram, bigramword, a,.]<MYSEP>2.9328433242563314E-6
[bigram, bigramword, of,possibilities]<MYSEP>-0.003253005628677638
[bigram, bigramword, possibilities,boy]<MYSEP>-0.012982348339346106
[bigram, bigramword, possibilities,of]<MYSEP>0.05032838181973732
[bigram, bigramword, possibilities,and]<MYSEP>-0.01567081080072348
[bigram, bigramword, of,.]<MYSEP>-0.003930945158591295
[bigram, bigramword, in,a]<MYSEP>-9.11472588218364E-7
[bigram, bigramword, boy,every]<MYSEP>0.03416928621303458
[bigram, bigramword, boy,and]<MYSEP>0.06402460210095352
[bigram, bigramword, a,Senators]<MYSEP>-0.0015419095043367377
[bigram, bigramword, the,Senators]<MYSEP>-1.051895220650517E-5
[bigram, bigramword, .,and]<MYSEP>-0.012278674965732614
[bigram, bigramword, Senators,every]<MYSEP>2.3000018782411624E-6
[bigram, bigramword, good,every]<MYSEP>-2.1764015497506114E-6
[bigram, bigramword, a,the]<MYSEP>1.9052563901372835E-7
[bigram, bigramword, possibilities,good]<MYSEP>4.776737055259615E-6
[bigram, bigramword, and,girl]<MYSEP>0.07023205562355406
[bigram, bigramword, .,Senators]<MYSEP>-4.020179361979268E-5
[bigram, bigramword, Senators,and]<MYSEP>0.03237202214162875
[bigram, bigramword, .,boy]<MYSEP>-0.01163475277563448
[bigram, bigramword, teacher,and]<MYSEP>-0.004663234944318958
[bigram, bigramword, a,possibilities]<MYSEP>6.152960339443945E-6
[bigram, bigramword, boy,.]<MYSEP>-0.006977429498033677
[bigram, bigramword, teacher,boy]<MYSEP>2.9141986957313765E-6
[bigram, bigramword, Senators,boy]<MYSEP>8.178627878501526E-7
[bigram, bigramword, possibilities,girl]<MYSEP>-0.010475000239827958
[bigram, bigramword, every,a]<MYSEP>-5.027331866796476E-7
[bigram, bigramword, a,believes]<MYSEP>-9.007709561502836E-6
[bigram, bigramword, girl,every]<MYSEP>-5.823567186887197E-5
[bigram, bigramword, ROOT,of]<MYSEP>-4.0348621962133923E-4
[bigram, bigramword, and,good]<MYSEP>-0.0021095037836748745
[bigram, bigramword, teacher,in]<MYSEP>-1.6585010542429693E-5
[bigram, bigramword, girl,the]<MYSEP>-6.090357610446659E-5
[bigram, bigramword, teacher,a]<MYSEP>0.04702994092286965
[bigram, bigramword, teacher,Senators]<MYSEP>-0.0015736949887506346
[bigram, bigramword, of,a]<MYSEP>1.79686435544615E-6
[bigram, bigramtag-dist, CC,NN&RA&0]<MYSEP>0.07023338223031834
[bigram, bigramtag-dist, NN,JJ&LA&5]<MYSEP>1.2964025532133492E-6
[bigram, bigramtag-dist, NN,JJ&LA&0]<MYSEP>0.029433478436767774
[bigram, bigramtag-dist, ROOT,JJ&RA&3]<MYSEP>-4.957428114374477E-6
[bigram, bigramtag-dist, CC,NNS&RA&5]<MYSEP>-2.94911088227732E-6
[bigram, bigramtag-dist, CC,NN&RA&2]<MYSEP>0.04427550102190972
[bigram, bigramtag-dist, CC,IN&LA&2]<MYSEP>-3.959462834433055E-4
[bigram, bigramtag-dist, CC,IN&LA&5]<MYSEP>-8.743750289828765E-4
[bigram, bigramtag-dist, CC,NN&RA&5]<MYSEP>-6.5932236423875E-6
[bigram, bigramtag-dist, VBZ,DT&RA&1]<MYSEP>-0.004441552962456504
[bigram, bigramtag-dist, CC,DT&RA&0]<MYSEP>-0.024335893888753162
[bigram, bigramtag-dist, NNS,DT&RA&5]<MYSEP>-4.6288394771291094E-7
[bigram, bigramtag-dist, VBZ,DT&RA&4]<MYSEP>-0.0026300537649788635
[bigram, bigramtag-dist, NNS,DT&RA&1]<MYSEP>-0.007542045317420116
[bigram, bigramtag-dist, CC,DT&RA&5]<MYSEP>2.0162618921117346E-6
[bigram, bigramtag-dist, VBZ,CC&LA&3]<MYSEP>-0.020585560597118694
[bigram, bigramtag-dist, NNS,CC&RA&0]<MYSEP>0.03236879606765264
[bigram, bigramtag-dist, NNS,NN&LA&3]<MYSEP>2.1296321281996207E-6
[bigram, bigramtag-dist, NNS,CC&RA&10]<MYSEP>-7.222101564697404E-7
[bigram, bigramtag-dist, VBZ,NN&RA&5]<MYSEP>-0.018457631714900787
[bigram, bigramtag-dist, VBZ,DT&LA&2]<MYSEP>-0.0024920608318328265
[bigram, bigramtag-dist, DT,NNS&LA&5]<MYSEP>-1.4758948648885766E-5
[bigram, bigramtag-dist, NNS,DT&LA&5]<MYSEP>1.8957176581751772E-6
[bigram, bigramtag-dist, CC,VBZ&LA&5]<MYSEP>-1.6777524053335214E-5
[bigram, bigramtag-dist, NNS,CC&RA&3]<MYSEP>-0.01566439050648586
[bigram, bigramtag-dist, CC,NNS&LA&3]<MYSEP>-6.783757982632488E-4
[bigram, bigramtag-dist, DT,NNS&LA&1]<MYSEP>-0.0022841219909060157
[bigram, bigramtag-dist, DT,VBZ&LA&4]<MYSEP>-2.5796815666251977E-5
[bigram, bigramtag-dist, DT,VBZ&LA&1]<MYSEP>-7.656650335056518E-5
[bigram, bigramtag-dist, CC,NN&LA&0]<MYSEP>-0.0030525849835320103
[bigram, bigramtag-dist, CC,NNS&LA&0]<MYSEP>-0.00788214796198984
[bigram, bigramtag-dist, IN,VBZ&LA&3]<MYSEP>-4.910270876449279E-5
[bigram, bigramtag-dist, CC,NN&LA&5]<MYSEP>-1.5937005243335653E-6
[bigram, bigramtag-dist, CC,NN&RA&10]<MYSEP>-1.2502879627108562E-6
[bigram, bigramtag-dist, VBZ,IN&RA&0]<MYSEP>0.03383456539643497
[bigram, bigramtag-dist, ROOT,CC&RA&10]<MYSEP>-1.5792022883319982E-4
[bigram, bigramtag-dist, VBZ,IN&RA&3]<MYSEP>-0.01958720967720827
[bigram, bigramtag-dist, CC,VBZ&RA&3]<MYSEP>-0.002251847043095749
[bigram, bigramtag-dist, NN,NNS&RA&3]<MYSEP>-7.264857725198904E-6
[bigram, bigramtag-dist, .,DT&LA&10]<MYSEP>8.409396744351114E-6
[bigram, bigramtag-dist, DT,NNS&RA&5]<MYSEP>1.6669736661517187E-6
[bigram, bigramtag-dist, NNS,NNS&LA&5]<MYSEP>-2.1301014168160407E-5
[bigram, bigramtag-dist, NNS,CC&LA&5]<MYSEP>-4.197803422859048E-6
[bigram, bigramtag-dist, IN,VBZ&LA&0]<MYSEP>-7.541393869240809E-4
[bigram, bigramtag-dist, DT,JJ&LA&3]<MYSEP>2.4905836981729653E-6
[bigram, bigramtag-dist, DT,NNS&RA&0]<MYSEP>-0.006661446274763022
[bigram, bigramtag-dist, DT,JJ&LA&5]<MYSEP>6.290677264921007E-6
[bigram, bigramtag-dist, .,JJ&LA&10]<MYSEP>5.064284083671091E-6
[bigram, bigramtag-dist, NN,IN&RA&1]<MYSEP>-2.1465630363270058E-5
[bigram, bigramtag-dist, NNS,VBZ&LA&2]<MYSEP>-7.20756609955545E-5
[bigram, bigramtag-dist, NN,VBZ&LA&5]<MYSEP>-2.0371189609505033E-5
[bigram, bigramtag-dist, ROOT,VBZ&RA&5]<MYSEP>0.017272907067821634
[bigram, bigramtag-dist, ROOT,.&RA&10]<MYSEP>-0.006586510758434928
[bigram, bigramtag-dist, .,NN&LA&2]<MYSEP>-0.011637641688040781
[bigram, bigramtag-dist, .,NN&LA&5]<MYSEP>7.863756198567342E-6
[bigram, bigramtag-dist, DT,IN&RA&1]<MYSEP>-2.679909176865519E-4
[bigram, bigramtag-dist, .,NN&LA&0]<MYSEP>-0.01153909301491592
[bigram, bigramtag-dist, NN,IN&RA&4]<MYSEP>6.530057730209412E-7
[bigram, bigramtag-dist, CC,.&RA&10]<MYSEP>-6.0821113209259905E-5
[bigram, bigramtag-dist, DT,IN&LA&3]<MYSEP>-0.0010175428630678257
[bigram, bigramtag-dist, .,NNS&LA&5]<MYSEP>-0.012820494189662876
[bigram, bigramtag-dist, DT,IN&LA&0]<MYSEP>-0.0011470752348599585
[bigram, bigramtag-dist, .,CC&LA&10]<MYSEP>5.619852743652548E-6
[bigram, bigramtag-dist, NNS,NNS&RA&5]<MYSEP>-4.224249410961399E-6
[bigram, bigramtag-dist, NNS,.&RA&10]<MYSEP>-3.3998767768720225E-5
[bigram, bigramtag-dist, NN,CC&LA&10]<MYSEP>2.186066001519659E-6
[bigram, bigramtag-dist, VBZ,NNS&RA&2]<MYSEP>-0.019563938926439754
[bigram, bigramtag-dist, .,VBZ&LA&5]<MYSEP>-0.00311678652861826
[bigram, bigramtag-dist, CC,DT&LA&5]<MYSEP>1.223965148770453E-6
[bigram, bigramtag-dist, CC,DT&LA&4]<MYSEP>-7.08365239907461E-5
[bigram, bigramtag-dist, CC,DT&LA&1]<MYSEP>-1.523461784607826E-4
[bigram, bigramtag-dist, NNS,DT&LA&0]<MYSEP>0.03132614214782946
[bigram, bigramtag-dist, NN,IN&LA&5]<MYSEP>-7.372278798820997E-4
[bigram, bigramtag-dist, NNS,JJ&LA&4]<MYSEP>4.483262783531039E-6
[bigram, bigramtag-dist, NN,IN&LA&4]<MYSEP>-0.002492925633716735
[bigram, bigramtag-dist, NN,CC&RA&0]<MYSEP>0.06402155571087235
[bigram, bigramtag-dist, NN,CC&RA&5]<MYSEP>-1.1300537692452252E-7
[bigram, bigramtag-dist, NN,IN&LA&1]<MYSEP>-0.0031966357576410317
[bigram, bigramtag-dist, NNS,VBZ&RA&4]<MYSEP>-0.006221845858004868
[bigram, bigramtag-dist, CC,CC&LA&10]<MYSEP>-1.5892280559675443E-6
[bigram, bigramtag-dist, NN,IN&LA&3]<MYSEP>-4.0944005094602486E-4
[bigram, bigramtag-dist, VBZ,CC&RA&5]<MYSEP>-0.011064111956322127
[bigram, bigramtag-dist, IN,NN&RA&4]<MYSEP>-0.021176898920738253
[bigram, bigramtag-dist, IN,NN&RA&5]<MYSEP>-0.009505776923923643
[bigram, bigramtag-dist, DT,VBZ&RA&2]<MYSEP>-4.4554606560288766E-6
[bigram, bigramtag-dist, VBZ,NNS&LA&4]<MYSEP>0.03941459712641409
[bigram, bigramtag-dist, ROOT,DT&RA&10]<MYSEP>-3.067502312062454E-5
[bigram, bigramtag-dist, IN,NN&RA&1]<MYSEP>0.06806312579490334
[bigram, bigramtag-dist, IN,NN&RA&3]<MYSEP>-0.014829795686739209
[bigram, bigramtag-dist, DT,IN&RA&3]<MYSEP>3.800733416788886E-6
[bigram, bigramtag-dist, DT,IN&RA&5]<MYSEP>1.7141072936693503E-6
[bigram, bigramtag-dist, IN,JJ&LA&2]<MYSEP>2.7514799708610812E-6
[bigram, bigramtag-dist, IN,JJ&LA&5]<MYSEP>9.609228352836734E-7
[bigram, bigramtag-dist, NNS,NN&RA&2]<MYSEP>-0.012985581525482622
[bigram, bigramtag-dist, NNS,NN&RA&3]<MYSEP>-0.01647567253762129
[bigram, bigramtag-dist, NN,VBZ&RA&0]<MYSEP>-0.004666904518075395
[bigram, bigramtag-dist, NNS,NN&RA&4]<MYSEP>-0.010476072488819344
[bigram, bigramtag-dist, VBZ,.&RA&5]<MYSEP>0.04464596060037323
[bigram, bigramtag-dist, ROOT,DT&RA&5]<MYSEP>-8.98173745586357E-5
[bigram, bigramtag-dist, JJ,NN&RA&0]<MYSEP>-6.409201886252368E-4
[bigram, bigramtag-dist, NN,DT&LA&5]<MYSEP>-5.35392273745177E-5
[bigram, bigramtag-dist, NN,DT&LA&3]<MYSEP>-1.897223752858717E-4
[bigram, bigramtag-dist, NNS,JJ&RA&2]<MYSEP>-2.3608981614956585E-4
[bigram, bigramtag-dist, JJ,NN&RA&5]<MYSEP>9.025722558891249E-7
[bigram, bigramtag-dist, NN,DT&LA&2]<MYSEP>-5.855404560972327E-5
[bigram, bigramtag-dist, NN,DT&LA&1]<MYSEP>0.04702787692676891
[bigram, bigramtag-dist, NN,DT&LA&0]<MYSEP>0.034170763162422
[bigram, bigramtag-dist, ROOT,DT&RA&2]<MYSEP>-9.954667879111018E-5
[bigram, bigramtag-dist, ROOT,NN&RA&4]<MYSEP>-0.003186632657845885
[bigram, bigramtag-dist, IN,CC&LA&4]<MYSEP>-1.76514351994762E-6
[bigram, bigramtag-dist, JJ,CC&RA&5]<MYSEP>3.565346527252684E-7
[bigram, bigramtag-dist, IN,CC&LA&5]<MYSEP>-2.4005461784229055E-6
[bigram, bigramtag-dist, NN,NN&LA&1]<MYSEP>-3.322539652755912E-4
[bigram, bigramtag-dist, NNS,NN&RA&10]<MYSEP>5.244485449099641E-6
[bigram, bigramtag-dist, JJ,DT&RA&3]<MYSEP>8.771109054853507E-6
[bigram, bigramtag-dist, ROOT,CC&RA&1]<MYSEP>-0.006564799178678911
[bigram, bigramtag-dist, NN,NN&LA&5]<MYSEP>7.766782191032351E-6
[bigram, bigramtag-dist, DT,DT&LA&4]<MYSEP>6.8315516788128274E-6
[bigram, bigramtag-dist, DT,DT&LA&5]<MYSEP>4.932458943096854E-6
[bigram, bigramtag-dist, IN,NN&LA&4]<MYSEP>-2.5769376160659177E-6
[bigram, bigramtag-dist, JJ,DT&RA&5]<MYSEP>-2.3387081706102575E-6
[bigram, bigramtag-dist, DT,DT&LA&2]<MYSEP>-7.091273761308407E-5
[bigram, bigramtag-dist, IN,NN&LA&1]<MYSEP>-7.383882887971235E-7
[bigram, bigramtag-dist, JJ,NNS&RA&4]<MYSEP>-6.260802135801226E-8
[bigram, bigramtag-dist, IN,CC&RA&2]<MYSEP>-0.011404640085944785
[bigram, bigramtag-dist, IN,DT&LA&3]<MYSEP>4.869792415086582E-6
[bigram, bigramtag-dist, IN,DT&LA&5]<MYSEP>3.183887911564799E-6
[bigram, bigramtag-dist, IN,CC&RA&5]<MYSEP>-0.009166317840265581
[bigram, bigramtag-dist, CC,JJ&RA&1]<MYSEP>-0.0021122164648783395
[bigram, bigramtag-dist, IN,.&RA&4]<MYSEP>-0.003936851567816935
[bigram, bigramtag-dist, IN,.&RA&5]<MYSEP>-0.00266148395637494
[bigram, bigramtag-dist, JJ,VBZ&RA&1]<MYSEP>1.0972657472839568E-6
[bigram, bigramtag-dist, IN,DT&LA&1]<MYSEP>-1.6015339778845624E-4
[bigram, bigramtag-dist, NN,DT&RA&5]<MYSEP>4.09321958505165E-7
[bigram, bigramtag-dist, JJ,IN&RA&2]<MYSEP>7.169700920977636E-6
[bigram, bigramtag-dist, JJ,IN&RA&5]<MYSEP>4.634236333187002E-6
[bigram, bigramtag-dist, NN,DT&RA&2]<MYSEP>-1.7765071059198927E-6
[bigram, bigramtag-dist, JJ,DT&LA&0]<MYSEP>-0.01731310720448317
[bigram, bigramtag-dist, .,IN&LA&5]<MYSEP>-0.017511610387977
[bigram, bigramtag-dist, .,IN&LA&4]<MYSEP>-0.009744256920352976
[bigram, bigramtag-dist, NN,CC&LA&5]<MYSEP>2.8699288572161478E-6
[bigram, bigramtag-dist, NN,CC&LA&2]<MYSEP>-0.004666187172594432
[bigram, bigramtag-dist, NN,CC&LA&0]<MYSEP>-0.003990864721828997
[bigram, bigramtag-dist, DT,NN&LA&5]<MYSEP>-1.232549042419074E-6
[bigram, bigramtag-dist, DT,NN&LA&2]<MYSEP>-4.089054272555709E-7
[bigram, bigramtag-dist, ROOT,NN&RA&10]<MYSEP>-3.211819183888655E-4
[bigram, bigramtag-dist, IN,DT&RA&3]<MYSEP>-0.0025547263067949946
[bigram, bigramtag-dist, IN,DT&RA&0]<MYSEP>-0.04513260894278576
